,user_id,total_events,Baja_usuario,events_last_month,total_months,rate_events,age,gender,height,seniors_exercise_level,traits_language_code,os_name,device_type,main_goal_feelBetter,main_goal_loseWeight,main_goal_reducePain,main_goal_stayActive,nutritional_goal_improveNutrition,nutritional_goal_increaseMuscle,nutritional_goal_loseWeight,nutritional_goal_none
2065,6TLpbSMQbNYqfv21wRNqYQ8kiKQ2,26,1,25.0,1,26.0,58.0,1,160.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2066,6TNgzNNIUlQPrHvrXcF7vpbIGve2,28,1,27.0,1,28.0,60.0,1,155.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2067,6Tz43MgS1nSBRYhkivpuNuwZyco2,92,1,91.0,1,92.0,64.0,1,159.0,2.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2068,6Uue4c5EaahFiEjLcUrOJdXLmFa2,24,1,23.0,1,24.0,60.0,1,158.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2069,6V8qcV6KrDdTVgW6xvZvVO6SLNg1,39,1,38.0,1,39.0,61.0,1,162.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2070,6VEduSsOXWbU8biIlNEgt9UFxnI3,40,1,39.0,1,40.0,59.0,0,176.0,1.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2071,6VfLutJlRcY9YOmIZiTLji4ZxTB2,42,1,41.0,1,42.0,60.0,1,158.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2072,6W1RKPh909RXAHqLCTr9JwLJi3v1,814,1,18.0,4,203.5,70.0,1,162.0,1.0,1,1,1,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
2073,6WKF1lnWoeeL0CM3S5YK1IPaITB2,19,1,18.0,1,19.0,51.0,1,157.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2074,6WW2cYy781NYLGsmqRSmovRLLR43,116,1,115.0,1,116.0,61.0,1,171.0,2.0,1,2,2,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
2075,6WfnNXVaT1N5C4F1BB2HL58bGg22,36,1,35.0,1,36.0,63.0,1,164.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2076,6X6tcpq5eygdnFt0QWAeSoVe2cI2,114,1,113.0,1,114.0,60.0,1,172.0,2.0,1,2,2,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2077,6X7DMURG83NtRDKU1XWivDr67bH2,162,0,161.0,1,162.0,63.0,1,169.0,2.0,1,1,1,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2078,6X86K8GaHMMOOTR2TCX8A3H7AXj2,228,0,77.0,6,38.0,55.0,0,170.0,1.0,1,1,1,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
2079,6XI2nuZ92ZO1563yLP2w7nV3d6h1,52,1,51.0,1,52.0,69.0,1,160.0,1.0,1,2,2,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
2080,6XmiwpfB3ccXXhdcNwoFr4mVU503,189,0,188.0,1,189.0,62.0,0,171.0,1.0,1,2,2,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
2081,6XnGRvk6jbcAKhIWX6XEiO78uBC3,140,0,139.0,1,140.0,66.0,1,170.0,2.0,1,2,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2082,6Xo0KjaMslT9VZraRM0HNm6vKjI3,42,1,41.0,1,42.0,60.0,1,155.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2083,6XudWmjTlyTFIH2HFO4WU2Y7s7w1,40,1,39.0,1,40.0,64.0,1,168.0,1.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2084,6YInyAITKLbOs0wIc6f8ruuELrK2,5,1,0.0,2,2.5,59.0,1,169.0,3.0,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2085,6YT6wEjTKTXWabMtAop4QZjnrt92,170,1,169.0,1,170.0,77.0,0,167.0,2.0,2,2,2,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2086,6Z7nw4Z5Q5g99d6ODBjwg8TufLW2,113,0,112.0,1,113.0,62.0,1,165.0,2.0,1,2,2,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
2087,6ZAIgd1VLxTfv0LxrtUymRJbnqF3,130,0,129.0,1,130.0,62.0,1,170.0,2.0,2,1,1,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0
2088,6ZKUApelLdf4M6L8SHUyYvXKcOd2,215,0,74.0,2,107.5,73.0,1,160.0,1.0,2,1,1,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0
2089,6ZfoWS9GJHTxaAQr8P3qm6ztKD82,131,1,61.0,2,65.5,61.0,1,169.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2090,6ZfxIAqdwgRqMszyLTANs79GvWB2,139,0,138.0,1,139.0,60.0,1,162.0,2.0,1,3,2,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0
2091,6Zid6MOpMGhWi2yHv9UsyNq3zEP2,103,1,66.0,2,51.5,61.0,0,171.0,2.0,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2092,6ZipYsjFiibpYdjAXVCFx4NRov62,25,1,24.0,1,25.0,55.0,1,161.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2093,6aA8EgeoLugUVOEKcSIFAnDENIZ2,62,1,12.0,2,31.0,53.0,1,161.0,1.0,1,1,1,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
2094,6aXfQAKTsTg0W3Av54XXn8zvkmC2,88,1,87.0,1,88.0,55.0,1,165.0,3.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2095,6anC9OkOWUd8eIRYkaVddkvVPcO2,69,1,68.0,1,69.0,60.0,1,165.0,2.0,1,2,2,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
2096,6avzqdt06LMw5o5xkTwZBsmKnrz1,27,1,26.0,1,27.0,62.0,1,156.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2097,6bDcUNfs3LNtL4OsnZC1ZGHsMSw1,52,1,51.0,1,52.0,64.0,1,162.0,2.0,2,2,2,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0
2098,6bHGg7G7trPDsYBxA5NuTmMDxOJ2,30,1,29.0,1,30.0,56.0,1,162.0,1.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2099,6bZwL1Z4GmdHK3aeCEo9Uuyvpiu2,110,1,109.0,1,110.0,61.0,1,176.0,2.0,1,2,2,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
2100,6boib2b49xhrOzEpq0NH9GXZz062,96,1,95.0,1,96.0,51.0,1,161.0,1.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2101,6bsULfbHzFVMnFYAdKnTAZfvanI3,104,0,103.0,1,104.0,64.0,1,158.0,2.0,1,1,1,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
2102,6c9hywHfTXW0rEyhMxB5Re3VMWh1,144,1,15.0,2,72.0,69.0,1,162.0,2.0,1,2,2,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2103,6cH5GMloMMMekAgaUESFqY7Sohu1,72,1,71.0,1,72.0,55.0,1,167.0,3.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2104,6cwpUUONRKbiUE0FVF7ieIgZBaG2,121,0,120.0,1,121.0,70.0,1,169.0,2.0,1,1,1,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2105,6dBgbkh06tWj0IyVgg5fcu4G7Mu2,165,1,164.0,1,165.0,60.0,1,159.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2106,6dIG4sY1uLfmrpgth5aRE8oKui83,289,1,288.0,1,289.0,65.0,0,176.0,2.0,1,2,2,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0
2107,6dV0xX4CxPdcZuuxi2El26S8cSi2,31,1,30.0,1,31.0,58.0,1,150.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2108,6dfL5Z6wStVRpbxbETFfKtWMpC02,217,0,216.0,1,217.0,67.0,0,185.0,1.0,1,2,2,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0
2109,6dgKaJnYdHeGL747VZ3yFFlh0gP2,200,0,199.0,1,200.0,69.0,1,157.0,2.0,1,2,2,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2110,6diaYS7rxnNVdc1dInghe40zbES2,135,1,134.0,1,135.0,61.0,1,160.0,2.0,2,2,2,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2111,6dwpTUurxXe1FH3on5YGYH08sjO2,101,1,100.0,1,101.0,70.0,0,176.0,2.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2112,6eCgXkB1jff5dCugKJoYsNgUjBB2,31,1,4.0,2,15.5,51.0,1,163.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2113,6exudUSdkfU2fMcWL65j89xSskf1,78,1,77.0,1,78.0,62.0,1,163.0,2.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2114,6fJaNZdLMUhQurKtInt32pLzibe2,114,1,113.0,1,114.0,61.0,1,167.0,2.0,2,2,2,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2115,6fe1LpRYpQfm8OmDFoC3ifRYuFS2,77,1,76.0,1,77.0,60.0,0,170.0,3.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116,6fedWSgBOLSLrQPn7iALKPkCpwN2,96,1,95.0,1,96.0,60.0,1,160.0,2.0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2117,6fneW8Ne7sc0jKIgu72jQpBQnJL2,74,1,73.0,1,74.0,63.0,1,169.0,1.0,2,2,2,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2118,6foqlyIRZxfvewyp1nNUFlovprc2,68,1,40.0,2,34.0,62.0,1,168.0,2.0,1,2,2,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
2119,6g0693kVgjU4iPzEpU3fTOeRcaP2,53,1,52.0,1,53.0,65.0,1,169.0,1.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2120,6g0O2M125Eg3buUu77SoMiYavxL2,48,1,47.0,1,48.0,61.0,1,169.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2121,6g4DahX4q8PEvRaYGo4aVE3Afdz2,238,0,237.0,1,238.0,54.0,1,199.0,2.0,2,1,1,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2122,6g7PI1xaE5haCCAwCc4WVI4uyFm1,32,1,31.0,1,32.0,58.0,1,158.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2123,6gMHiBpzdcZvqpKJ2g352xVsZwm1,64,1,63.0,1,64.0,60.0,1,162.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2124,6gN2kVW7iPe53xhQGpJRv6iqu4D2,40,1,39.0,1,40.0,64.0,1,155.0,2.0,1,2,2,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
2125,6gwQHqebvvY9wJ4to4FqkGHrGdA3,51,1,50.0,1,51.0,56.0,1,161.0,2.0,1,2,2,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0
2126,6hDkNpD3b1bh39q6H7hFodBHTiE2,26,1,25.0,1,26.0,58.0,1,164.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2127,6hGnOnBXOMRdYsqvRLDmixaqbOE3,29,1,28.0,1,29.0,63.0,1,174.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2128,6hILEtUiANdfqptWqHvV0eNr3WE3,127,1,101.0,5,25.4,67.0,1,156.0,2.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2129,6heyvJeRLYaSwiRp0p19Bcy0x012,161,0,160.0,1,161.0,62.0,1,156.0,2.0,1,1,1,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0
2130,6hrT4ilZRCSHK2d0D7EFFWnzEQr1,147,1,146.0,1,147.0,69.0,0,179.0,2.0,1,2,2,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0
2131,6i8h4R6wwaZ3zb35MC0lrTO3KnQ2,45,1,44.0,1,45.0,58.0,1,151.0,2.0,1,1,1,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0
2132,6iGShkYeWtVW4wtmG0ZaiQDWhxq1,37,1,36.0,1,37.0,59.0,1,162.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2133,6iTskbsVhHWLytISHlRsthSC4GO2,160,0,159.0,1,160.0,61.0,0,176.0,2.0,2,2,2,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2134,6id6BkuOv3h7SrTtTHB4Xc2HXxN2,40,1,39.0,1,40.0,65.0,1,172.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2135,6iiSSQP48eNTRs7dGKbXXPkfVvx2,283,0,282.0,1,283.0,76.0,1,160.0,3.0,1,2,2,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2136,6ij5z43DRLaGxFknNdXNYdJyqYl2,90,1,89.0,1,90.0,61.0,1,166.0,1.0,2,2,2,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0
2137,6ikLJ4h8VONGRQj2ahALONFSyHO2,165,1,164.0,1,165.0,60.0,1,170.0,1.0,1,2,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2138,6irhO2gIfbPvMwKwltanew2RBxz2,189,0,102.0,1,189.0,60.0,1,163.0,2.0,1,2,2,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0
2139,6ispYvVSAqVHb2bkskh1dXEbfHh2,57,1,56.0,1,57.0,58.0,1,157.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2140,6j0BSpyPNSa73pM4WrE04oUQKY73,77,1,76.0,1,77.0,61.0,0,169.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2141,6jEfO3S3LyOqdxlHBTrl2ggphmu1,38,1,37.0,1,38.0,50.0,1,159.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2142,6jIhZXeg0SM27aBodz3tPvoWkvG2,106,1,105.0,1,106.0,68.0,1,154.0,2.0,1,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2143,6jRDqphAg9M8g8ESb6Fk9vAD4KD3,42,1,41.0,1,42.0,60.0,1,162.0,2.0,1,2,2,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0
2144,6jVeSOsqhdZnbOkI7rwn1Ola2M43,39,1,38.0,1,39.0,70.0,1,160.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2145,6jeCDsb2WSOXfQkvrETnsGzl3V32,92,1,91.0,1,92.0,60.0,0,162.0,2.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2146,6js2lXVOSle6hntA5hrbGktIRFk2,123,0,18.0,4,30.75,78.0,1,160.0,2.0,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2147,6jvjaJAq5GOXjgiJPMCnITTsWQf1,57,1,56.0,1,57.0,60.0,0,170.0,3.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2148,6jz5G7bgWmNbS8IwDCr46IZkWrH2,38,1,37.0,1,38.0,60.0,1,170.0,1.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2149,6k0qftwBxif3JIC9Gr5kj2QD9ul1,146,0,145.0,1,146.0,63.0,1,170.0,2.0,2,1,1,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0
2150,6k1AuGGaYAd4Jm0XkGAMx0EzWPY2,32,1,5.0,2,16.0,54.0,1,171.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2151,6k21Khc0TWX4vrn297RMJMwEGjV2,65,1,64.0,1,65.0,60.0,1,166.0,2.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2152,6k302ubKOvZOAaSKnf0qvI8MMyf2,57,1,56.0,1,57.0,52.0,1,165.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2153,6kCcVUJJ4FUan0bdj2QHBCRvjXE3,23,1,22.0,1,23.0,64.0,1,165.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2154,6knz8e8ZvcRYgSCN9ZHJoRUaTP93,65,1,64.0,1,65.0,68.0,1,168.0,1.0,1,2,2,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
2155,6kp7zKxg81XywQrKqEwbCY1WbQI2,114,1,113.0,1,114.0,63.0,1,166.0,1.0,1,2,2,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
2156,6kuFM8Hq2IZCcmRmHcoqfWJQ6GA3,39,1,38.0,1,39.0,50.0,1,163.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2157,6kzaUC6TPThYI45UGsy2ScmQk3p2,25,1,24.0,1,25.0,56.0,1,170.0,1.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2158,6l9E78M8MKMuLtxBra4EZKSsLlY2,31,1,30.0,1,31.0,63.0,1,159.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2159,6lG6RoFVy4Zqs1e53yYFvv3sRGa2,27,1,26.0,1,27.0,61.0,1,168.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2160,6lzmWka96pTGgsK2BncuFwK0OYG3,516,0,92.0,4,129.0,74.0,1,157.0,1.0,1,2,2,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
2161,6m3JQvTZVuOp4ApDyKNTPULFYek1,147,1,146.0,1,147.0,51.0,1,166.0,1.0,2,1,1,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0
2162,6mB3vdv9lpf8L6FLqLAyROEeILC3,77,1,76.0,1,77.0,65.0,1,157.0,2.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2163,6mBoIMb4R4QPnAEUw8hDhhJARh32,84,1,56.0,2,42.0,61.0,1,171.0,2.0,1,2,2,0.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0
2164,6mC4mNNodSNSoeozXaw2vqDeZ662,55,1,54.0,1,55.0,54.0,1,162.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2165,6mKNS94aa3dWQetOZzikASQUSKc2,158,1,157.0,1,158.0,64.0,1,155.0,2.0,1,2,2,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2166,6mPqJi1m8UM5j0kVDPgW8r8hiNC2,96,0,95.0,1,96.0,64.0,1,177.0,2.0,1,1,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
2167,6mUJMNRmOFW4k2mVdPLVH1uPt932,50,1,49.0,1,50.0,66.0,1,159.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2168,6mbuRNi8znNkVIneGmBrn2h0Fn02,971,0,970.0,1,971.0,60.0,0,170.0,2.0,1,1,1,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0
2169,6n5VcE58wySTZR2kpNckIdzjfho2,129,1,128.0,1,129.0,71.0,1,157.0,2.0,1,2,2,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0
2170,6nJK1dhQVbNv4gdmw1R1s1vsAmx2,164,1,163.0,1,164.0,68.0,1,173.0,1.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2171,6nXKYFruynOH6iXXIlp31q3VpUl1,72,1,71.0,1,72.0,63.0,1,171.0,1.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2172,6nkxVT24aeb5qJMXXJHb5bV6Rmc2,26,1,25.0,1,26.0,52.0,1,155.0,3.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2173,6o4cCkt6dLPMkGaQLznhCt8FV433,33,1,32.0,1,33.0,61.0,1,167.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2174,6oLkoQOZ0hc1Dho18EMROztTYEm2,18,1,17.0,1,18.0,61.0,1,163.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2175,6oQKOLUbCOa5LD8xjpUUMQAYns92,182,0,181.0,1,182.0,61.0,1,158.0,2.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2176,6oStj1CUv4XLm67Rl18oWDANk6I2,133,1,132.0,1,133.0,60.0,1,163.0,2.0,1,3,2,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2177,6oXOEg6Dm9acMJujZzde87Q25tF2,154,0,35.0,3,51.333333333333336,60.0,1,170.0,1.0,1,1,1,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0
2178,6odcdCZHNKgChCzTAZSVzLQ9xYx2,37,1,36.0,1,37.0,58.0,1,159.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2179,6of75SoGNXRHKd3BRJ4BYihyS5f2,69,1,68.0,1,69.0,55.0,1,159.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2180,6ojI7lqnvpQLSfY6EyBSzDGKm392,143,0,142.0,1,143.0,60.0,0,170.0,3.0,1,2,2,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2181,6ozHAIzfhPbGnsySK1bFNmZImJC3,47,1,46.0,1,47.0,65.0,1,166.0,2.0,1,1,1,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2182,6p1pYUo4eUhivMmQMLSOIJgiLDE3,118,1,117.0,1,118.0,67.0,1,150.0,2.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2183,6p2rDyitamWun91KB6m7TlbWyFE2,31,1,30.0,1,31.0,54.0,1,173.0,3.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2184,6p6F7ScNq2YJXCi4R2nAbzD4eJk2,28,1,27.0,1,28.0,51.0,1,166.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2185,6pJReRSyMxV5uV2FVaJFk2z5fL52,30,1,29.0,1,30.0,56.0,1,165.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2186,6pMChR0CT6ZlO9cfbmkCpsG1l723,134,1,133.0,1,134.0,60.0,1,155.0,3.0,1,1,1,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0
2187,6q0W6LBtvWcgPOcadC7VR9SNyxI3,156,1,155.0,1,156.0,68.0,1,159.0,2.0,1,1,1,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2188,6qZIeaxB9iOfuyAEV5QSukjnlnJ2,78,1,77.0,1,78.0,68.0,1,170.0,2.0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2189,6qvZVVVU4oMPLYaLhgDVTwWOu5B2,27,1,26.0,1,27.0,52.0,1,165.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2190,6rEoHWHqn8Q3v0i5dd05OK3Tl9a2,123,1,22.0,3,41.0,59.0,1,163.0,3.0,1,1,1,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0
2191,6rNYTZaBSBZAQSr1CNKhoYzRtts2,150,0,149.0,1,150.0,65.0,1,178.0,1.0,1,2,2,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
2192,6rT0l3dxxTaOmdXM5cFp8pcX2Kl1,90,1,89.0,1,90.0,65.0,1,165.0,2.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193,6rUMh5EDeEg1IiS5CbyhiIJyrSm2,126,0,26.0,2,63.0,61.0,1,155.0,2.0,1,1,1,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2194,6s0xMBgirUN8OoiIM1CUdsZizJ63,214,0,213.0,1,214.0,76.0,1,156.0,2.0,1,3,2,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0
2195,6sIEkMbbmNWeLNUmoQrDa39yvMd2,156,1,7.0,3,52.0,60.0,1,160.0,2.0,1,2,2,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2196,6sngduML0TO7yylefoAYT12GWTH2,87,1,86.0,1,87.0,61.0,1,170.0,2.0,1,2,2,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
2197,6srkXMbprQOMxW13W3q7JDPtmmE3,539,1,538.0,1,539.0,60.0,0,170.0,2.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2198,6szo4lD7PXPUgrSBaTFXGo4Yh592,31,1,30.0,1,31.0,65.0,0,182.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2199,6t0dk40iTYZeKE3mQKe3SY014L42,111,1,110.0,1,111.0,66.0,1,159.0,2.0,1,1,1,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0
2200,6tMVevxbrTff9g7HnFPO7OJZwBH2,30,1,29.0,1,30.0,66.0,1,160.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2201,6tUHjy6uUeMZy1Y9Z1eF5CgIBwz1,204,0,203.0,1,204.0,60.0,1,169.0,2.0,1,2,2,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2202,6tdOt7AtGyeh8UewRtKEvO2RhVk2,91,1,90.0,1,91.0,60.0,1,169.0,1.0,1,1,1,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
2203,6tkx2GVDiANEXPSV1qdYu25YH6v2,98,0,97.0,1,98.0,60.0,0,170.0,3.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2204,6u68AhHfm5Xt4KdudC8hJtj525k2,77,1,76.0,1,77.0,54.0,0,171.0,2.0,2,1,1,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0
2205,6uBRBXMeMvhLPUQkqxcyowvDGwC2,133,1,132.0,1,133.0,63.0,1,160.0,2.0,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2206,6uKY4O9nzMMU1ki7WTbkWyK1zDb2,29,1,28.0,1,29.0,56.0,1,165.0,1.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2207,6uKmHnouf1RWrE7vvGjyf66QyQh1,53,1,52.0,1,53.0,60.0,1,170.0,1.0,2,2,2,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0
